Project_ID,RFI_Count_to_Date,RFI_Count_per_10M,Avg_RFI_Response_Days,RFI_On_Time_Rate,Overdue_RFI_Rate,High_Critical_Overdue_Rate,RFI_Revision_Rate,RFI_Reopen_Rate,RFI_to_Change_Rate,Approved_Change_Value_Pct_Budget,Pending_Change_Exposure_Pct_Budget,Change_Approval_Cycle_Days,Old_Pending_Change_Rate,Forecast_Incorporation_Lag_Days,Contingency_Utilization_Pct,Revision_Loop_Rate,Workflow_Handoff_Rate,Workflow_Risk_Score_Snapshot
PRJ3-01370,10,2.974,11.105,0.1112,0.4806,0.1042,0.16,0.0478,0.2214,0,0,19.784,0.3507,4.229,0.2423,0.2572,0.1515,3
PRJ3-01371,81,4.673,11.254,0.1018,0.3987,0.1499,0.1926,0.0712,0.1608,0.0322,0.0187,18.863,0.2935,2.701,0.3943,0.1585,0.3776,3
PRJ3-01372,4,1.976,5.048,0.4103,0.17,0.0507,0.0542,0.0603,0.2193,0.0369,0.0003,30.442,0.2653,5.363,0.345,0.2695,0.3253,2
PRJ3-01373,66,5.197,11.229,0.1435,0.4127,0.0953,0.0857,0.028,0.1371,0.0602,0.0298,13.144,0.3154,4.116,0.2499,0.1013,0.4172,4
PRJ3-01374,71,5.439,11.159,0.08,0.3072,0.0612,0.2023,0.0299,0.2515,0.0268,0.0152,28.526,0.4151,2.953,0.3372,0.3146,0.4902,4
PRJ3-01375,175,4.763,12.322,0.0849,0.3929,0.1181,0,0,0.1954,0.0346,0.0185,18.544,0.3389,3.288,0.3155,0.1218,0.2962,3
PRJ3-01376,67,4.78,8.277,0.3186,0.2638,0.0794,0.0391,0,0.1976,0.0373,0.0274,30.533,0.3742,3.668,0.1669,0.2494,0.3296,4
PRJ3-01377,76,5.899,8.995,0.1347,0.2968,0.1008,0.2048,0.0652,0.2961,0.0609,0.0586,19.665,0.1452,10.398,0.3389,0.2518,0.3252,5
PRJ3-01378,149,4.815,9.083,0.3733,0.378,0.0546,0.0949,0.0119,0.1365,0.0172,0.0264,6.461,0.2583,3.057,0.1752,0.0592,0.3128,3
PRJ3-01379,40,6.204,9.519,0.1843,0.3784,0.0843,0.1614,0.0599,0.1595,0.082,0.0293,19.78,0.2341,1.713,0.1912,0.2175,0.5278,3
PRJ3-01380,60,4.871,9.563,0.3365,0.2102,0.0609,0.1219,0.0406,0.2612,0.038,0.0019,16.547,0.2493,0,0.1121,0.2244,0.4401,1
PRJ3-01381,26,4.113,7.559,0.2664,0.3043,0.0646,0.1685,0.0533,0.2224,0.0547,0.0044,32.148,0.3269,1.689,0.476,0.2894,0.3045,3
PRJ3-01382,67,4.893,7.921,0.404,0.3063,0.0935,0.1382,0.0684,0.2665,0.0328,0.0503,5,0.0541,4.131,0.2957,0.1321,0.3817,4
PRJ3-01383,204,6.496,9.774,0.2555,0.3373,0.0855,0.1871,0.0374,0.2682,0.054,0.0502,25.169,0.2519,7.637,0.3456,0.3023,0.4056,5
PRJ3-01384,127,4.334,7.619,0.3653,0.2166,0.0871,0.0864,0.0067,0.1313,0.0231,0.0013,18.808,0.2007,0,0.1221,0.1931,0.4798,1
PRJ3-01385,112,5.776,12.448,0.08,0.4631,0.1002,0.1722,0.0652,0.1269,0.0545,0.0071,36.605,0.3541,6.636,0.3943,0.3921,0.3162,5
PRJ3-01386,13,2.896,9.796,0.2824,0.3198,0.0651,0,0.0432,0.1211,0.0345,0.0098,30.875,0.3989,2.704,0.0482,0.3087,0.3637,3
PRJ3-01387,80,4.545,5.956,0.4156,0.2466,0.091,0.1516,0.0616,0.0339,0.0164,0.0266,17.308,0.2387,4.397,0.3028,0.2659,0.1973,3
PRJ3-01388,115,6.558,10.714,0.1936,0.2745,0.0977,0.1213,0.034,0.2489,0.0764,0.0329,20.792,0.3214,7.52,0.6274,0.1923,0.4175,4
PRJ3-01389,78,4.005,8.859,0.2341,0.4255,0.0851,0.0841,0.0421,0.0885,0.0079,0.0184,7.566,0.1867,3.617,0.1442,0.1276,0.2446,3
PRJ3-01390,34,5.589,8.65,0.3667,0.2156,0.0845,0.0004,0.0233,0.02,0.0142,0.002,5,0.0056,2.609,0.324,0.0424,0.2402,1
PRJ3-01391,15,6.272,11.102,0.1643,0.3823,0.0958,0.1789,0.063,0.0584,0.0032,0.0181,30.107,0.3464,5.551,0.03,0.2591,0.2868,4
PRJ3-01392,12,3.529,13.2,0.08,0.4184,0.1057,0,0.0363,0.0828,0.0129,0,22.745,0.2924,6.126,0.2298,0.1846,0.2218,3
PRJ3-01393,12,2.314,10.729,0.1192,0.4095,0.0949,0.0286,0.0122,0.1076,0.0233,0.0132,11.022,0.107,0,0.275,0.2083,0.5229,2
PRJ3-01394,107,6.099,7.745,0.4452,0.1931,0.0626,0.1509,0.0513,0.2086,0.0451,0.0137,28.57,0.2786,0,0.2012,0.31,0.3507,2
PRJ3-01395,45,3.44,7.071,0.4059,0.161,0.0266,0.0402,0.0343,0.0556,0,0.0126,10.007,0.1194,0.708,0.0424,0.1045,0.144,1
PRJ3-01397,35,7.505,8.231,0.1302,0.3373,0.1305,0.1358,0.0721,0.0836,0.0281,0.0333,27.947,0.4045,2.033,0.2492,0.302,0.4479,4
PRJ3-01398,74,5.592,9.673,0.1564,0.4739,0.1203,0,0.0094,0.2374,0.0449,0.0423,32.677,0.1968,4.132,0.3536,0.2337,0.2465,5
PRJ3-01399,26,4.94,10.685,0.2921,0.3358,0.0949,0.1331,0.0322,0.2428,0.0198,0.0159,27.82,0.2965,8.199,0.5112,0.3484,0.4058,4
PRJ3-01400,71,5.202,8.286,0.2346,0.3793,0.1233,0.2159,0.0629,0.238,0.0401,0.0367,16.688,0.2765,6.905,0.4941,0.2217,0.503,4
PRJ3-01401,56,5.299,9.448,0.1885,0.4267,0.0873,0.3026,0.0843,0.3802,0.0745,0.0438,17.09,0.3303,7.476,0.3742,0.293,0.422,4
PRJ3-01402,93,4.912,11.244,0.1394,0.4919,0.1261,0.1369,0.0764,0.1528,0.076,0.0395,29.522,0.422,10.822,0.3555,0.272,0.3491,6
PRJ3-01403,189,5.826,5.598,0.4118,0.2153,0.0538,0.0781,0.0223,0.2531,0.0364,0.0291,5,0.1416,1.657,0.3839,0.1012,0.3591,2
PRJ3-01404,15,3.807,11.662,0.1709,0.4064,0.0984,0.0846,0.0172,0.0683,0.0387,0.0353,14.576,0.2721,10.658,0.3042,0.1269,0.3938,5
PRJ3-01405,80,5.355,6.208,0.477,0.2959,0.0799,0.169,0.0795,0.2727,0.0452,0.0146,19.93,0.2188,6.101,0.3684,0.2673,0.4333,3
PRJ3-01406,23,3.128,7.649,0.3081,0.2709,0.0701,0.0645,0.0553,0.0233,0.0427,0.002,15.77,0.2318,4.213,0.32,0.1891,0.3459,2
PRJ3-01407,59,5.202,11.347,0.0826,0.4119,0.1258,0.0879,0.056,0.2184,0.0419,0.0134,23.371,0.3615,8.883,0.2883,0.1431,0.3519,4
PRJ3-01408,65,6.18,8.099,0.186,0.2133,0.0666,0.1968,0.0652,0.2844,0.0214,0.0043,22.271,0.3266,4.667,0.3094,0.2154,0.224,2
PRJ3-01409,29,4.18,7.32,0.3487,0.2799,0.0449,0.099,0.0429,0.1338,0.0282,0.0071,20.982,0.316,1.385,0.3101,0.2303,0.3487,2
PRJ3-01410,7,2.649,10.727,0.2245,0.3148,0.0966,0.2308,0.0663,0.2749,0.035,0.0278,28.488,0.2998,8.444,0.2962,0.3512,0.2756,5
PRJ3-01411,92,5.311,6.309,0.3083,0.1769,0.044,0.1213,0.0343,0.1184,0.0404,0.0349,23.754,0.23,6.004,0.2007,0.2275,0.41,3
PRJ3-01412,68,4.27,10.123,0.1986,0.4283,0.113,0.1413,0.0508,0.1885,0.056,0.0468,25.94,0.2848,7.462,0.227,0.3022,0.3355,5
PRJ3-01413,52,5.997,7.485,0.08,0.2698,0.0534,0.1246,0.0496,0.1042,0.0464,0.0128,24.128,0.262,3.012,0.5006,0.2141,0.2839,2
PRJ3-01414,157,4.84,5.035,0.4493,0.1529,0.0367,0.177,0.0246,0.0646,0.0065,0.018,5,0.1001,0,0.1452,0.1809,0.3173,1
PRJ3-01415,18,2.917,4.504,0.4932,0.2056,0.0494,0.0813,0.0394,0.0933,0.0245,0.0103,20.931,0.1125,8.34,0.2305,0.1783,0.1642,2
PRJ3-01416,95,5.399,8.94,0.3969,0.3678,0.108,0.2133,0.0855,0.1335,0.0135,0.0136,21.952,0.2807,1.426,0.2053,0.24,0.3372,2
PRJ3-01417,35,7.636,12.533,0.08,0.4271,0.1131,0.1829,0.0565,0.171,0.0311,0.0249,33.166,0.3321,8.903,0.3412,0.296,0.4967,6
PRJ3-01418,86,7.068,12.729,0.08,0.4612,0.1079,0.1878,0.0596,0.2543,0.0483,0.0452,45.566,0.4862,3.842,0.3798,0.4465,0.5016,7
PRJ3-01419,154,6.309,9.199,0.1899,0.3628,0.1023,0.1285,0.0333,0.2497,0.0361,0.0268,8.912,0.141,3.166,0.3585,0.199,0.3555,3
PRJ3-01420,25,3.567,7.071,0.4514,0.2955,0.0912,0.0461,0,0.1806,0,0,24.743,0.2921,4.896,0.03,0.2347,0.358,2
PRJ3-01421,89,5.212,10.83,0.3179,0.3623,0.0942,0.093,0.0166,0.1537,0.0622,0.0286,31.581,0.3266,2.771,0.3461,0.3031,0.2738,4
PRJ3-01422,6,1.59,5.916,0.5569,0.2182,0.0536,0.1699,0.0754,0.1906,0.0613,0.0381,16.901,0.1152,2.886,0.2767,0.1741,0.4244,3
PRJ3-01423,107,4.834,11.243,0.2614,0.2157,0.0354,0.1684,0,0.2888,0.0239,0.0033,10.363,0.1822,1.286,0.2612,0.1544,0.3307,2
PRJ3-01424,97,5.792,5.908,0.4323,0.2213,0.0625,0.1403,0.0444,0.2738,0.0366,0.0082,26.577,0.3579,3.865,0.2733,0.2711,0.4006,2
PRJ3-01425,56,5.852,9.508,0.176,0.2191,0.0501,0.1417,0.0265,0.1508,0.0649,0,23.419,0.3453,2.385,0.2544,0.3024,0.3889,2
PRJ3-01426,27,2.929,7.814,0.3159,0.2536,0.0679,0.097,0.0319,0.0691,0,0,23.979,0.2373,5.013,0.1712,0.1579,0.3636,2
PRJ3-01427,56,5.868,6.182,0.3828,0.3296,0.093,0.1382,0.0509,0.1537,0.0548,0,29.286,0.3769,3.473,0.4653,0.2268,0.3948,2
PRJ3-01428,66,3.934,10.313,0.3419,0.3757,0.0779,0.0901,0.0519,0.051,0.0615,0.0349,20.672,0.1995,5.511,0.3524,0.1699,0.2616,4
PRJ3-01429,136,4.531,9.995,0.2293,0.404,0.0499,0,0,0.1123,0.0453,0.0189,25.173,0.2697,5.895,0.1836,0.2645,0.4806,4
PRJ3-01430,36,4.413,4.351,0.5209,0.1504,0.0639,0.0213,0.0415,0.1645,0,0.0018,21.68,0.2473,3.11,0.2887,0.2011,0.1884,1
PRJ3-01431,19,8.0,6.655,0.3104,0.2243,0.0855,0.1384,0.0538,0.2362,0.0383,0.0339,29.082,0.2557,1.934,0.3596,0.2919,0.5378,3
PRJ3-01432,79,4.862,5.359,0.4121,0.2095,0.0331,0.0969,0.0082,0.1501,0.0336,0.007,5,0.2242,8.03,0.3932,0.1105,0.1868,2
PRJ3-01433,99,5.279,14.033,0.08,0.4391,0.0967,0,0,0.078,0,0.0283,23.176,0.2948,9.147,0.2928,0.1256,0.4126,5
PRJ3-01434,133,6.375,8.39,0.3619,0.2957,0.0886,0.0379,0.0403,0.0951,0.0355,0.0222,21.896,0.205,2.132,0.3319,0.1588,0.4353,3
PRJ3-01435,119,5.673,13.198,0.08,0.5596,0.1411,0.0652,0.046,0.143,0.0443,0.0344,20.072,0.2655,9.129,0.4437,0.0837,0.5845,5
PRJ3-01436,78,3.898,8.684,0.3236,0.2936,0.0725,0.0751,0.0082,0.0477,0.005,0,21.072,0.2155,1.714,0.1011,0.2035,0.1417,2
PRJ3-01437,59,4.769,8.12,0.3898,0.3406,0.0908,0.0938,0.0444,0.1961,0.0194,0.0194,17.651,0.2144,2.071,0.1756,0.205,0.4073,2
PRJ3-01438,100,5.458,9.471,0.3204,0.2978,0.0737,0.0666,0.0256,0.1818,0.0658,0.0362,16.603,0.2339,5.117,0.4759,0.0591,0.3275,3
PRJ3-01439,62,5.066,8.77,0.3328,0.3658,0.1026,0.2178,0.066,0.1637,0.0067,0.0031,12.546,0.0997,4.357,0.452,0.2083,0.3548,2
PRJ3-01440,44,5.489,15.463,0.08,0.6187,0.1675,0.1549,0.0656,0.1684,0.0826,0.0357,36.751,0.4368,9.406,0.3981,0.3512,0.4003,7
PRJ3-01441,128,5.21,12.982,0.0807,0.4342,0.1338,0.1224,0.0435,0.3012,0.0368,0.0109,15.035,0.2456,1.653,0.436,0.1948,0.3202,3
PRJ3-01442,75,4.011,9.758,0.3372,0.3969,0.1044,0.087,0.004,0.02,0.045,0,20.931,0.3257,0,0.2619,0.1564,0.3544,2
PRJ3-01443,82,5.421,6.343,0.4253,0.2116,0.0711,0.1001,0.0443,0.1795,0.0251,0,21.275,0.1744,3.654,0.3104,0.1868,0.3092,2
PRJ3-01444,29,4.525,6.453,0.3885,0.243,0.0973,0,0.0109,0.2251,0.0,0.0051,31.499,0.3683,3.665,0.4737,0.2505,0.362,3
PRJ3-01445,109,4.841,8.366,0.2128,0.3068,0.0827,0.1634,0.0295,0.273,0.0531,0.0195,19.636,0.3056,2.114,0.3524,0.2891,0.3179,2
PRJ3-01446,26,5.042,5.583,0.5433,0.206,0.0636,0.0704,0.0146,0.02,0.0213,0,12.312,0.1728,0,0.209,0.2026,0.2514,1
PRJ3-01447,51,5.664,11.029,0.2503,0.3005,0.0709,0.0998,0.0059,0.0453,0.0197,0.0225,23.312,0.2166,7.415,0.3172,0.2257,0.3455,4
PRJ3-01448,21,5.765,7.864,0.2041,0.2103,0.048,0.0818,0.0465,0.2042,0.0211,0,17.095,0.203,4.129,0.2312,0.1766,0.2599,1
PRJ3-01450,42,4.471,6.324,0.4432,0.2467,0.0716,0,0.0329,0.093,0.0426,0.017,13.181,0.237,0.502,0.2704,0.0876,0.2199,2
PRJ3-01451,166,5.612,8.759,0.3487,0.3732,0.1041,0.1709,0.0494,0.1572,0.0429,0.0093,13.197,0.2954,5.748,0.2178,0.0962,0.3812,2
PRJ3-01452,50,6.532,8.67,0.2961,0.3182,0.0884,0.0162,0.0231,0.1849,0.0475,0.0308,23.424,0.2916,6.762,0.5445,0.1576,0.3704,4
PRJ3-01453,33,4.15,5.173,0.4735,0.2424,0.0802,0.1065,0.0243,0.1496,0,0.0173,13.266,0.2438,0,0.2545,0.1246,0.3846,2
PRJ3-01454,34,3.832,10.758,0.1401,0.4414,0.1016,0.2446,0.0583,0.1411,0.051,0.0004,39.166,0.4122,0,0.2252,0.3303,0.2851,4
PRJ3-01455,99,4.757,11.237,0.1945,0.4676,0.1211,0.0334,0.0446,0.0896,0.0421,0.0122,20.759,0.2105,0.495,0.1884,0.253,0.3296,3
PRJ3-01456,81,5.436,7.66,0.2368,0.2796,0.073,0.1147,0.0376,0.1238,0.0147,0.0231,8.274,0.168,3.781,0.1351,0.1628,0.1473,2
PRJ3-01457,164,6.485,7.868,0.3002,0.2661,0.101,0.1451,0.0229,0.1821,0.0202,0.0381,29.458,0.235,4.352,0.4517,0.2515,0.3879,4
PRJ3-01458,113,5.39,9.21,0.264,0.3401,0.0912,0.0451,0.0521,0.2039,0.034,0.0123,20.46,0.2572,1.918,0.4502,0.2323,0.3693,2
PRJ3-01459,175,5.477,11.488,0.1027,0.3443,0.0965,0.1188,0.0207,0.1924,0.0485,0.0238,23.093,0.272,0.395,0.4456,0.2003,0.438,3
PRJ3-01460,37,7.639,7.271,0.3443,0.3469,0.069,0.2312,0.06,0.1651,0.0342,0.0338,15.63,0.1395,0,0.3352,0.2347,0.4321,3
PRJ3-01461,15,3.295,8.087,0.2872,0.2961,0.0713,0.1555,0.0223,0.2586,0.0414,0.0303,21.772,0.4403,5.162,0.527,0.2845,0.3749,3
PRJ3-01462,34,6.615,12.625,0.1467,0.4878,0.1178,0.1434,0.0464,0.1478,0.0705,0.0415,16.165,0.3106,8.01,0.3978,0.2005,0.551,5
PRJ3-01463,34,5.084,7.233,0.3085,0.2546,0.0738,0.0112,0.0427,0.1558,0,0.0333,23.943,0.2736,2.984,0.2022,0.2331,0.3999,3
PRJ3-01464,86,4.476,5.331,0.4503,0.2738,0.0638,0.0367,0.0197,0.1683,0.0506,0.0249,31.747,0.4501,2.19,0.4117,0.309,0.3551,3
PRJ3-01465,90,5.473,7.095,0.3676,0.3152,0.0929,0.0538,0.025,0.0624,0.0534,0.0303,17.859,0.215,2.999,0.3048,0.1437,0.3036,3
PRJ3-01466,39,6.337,9.971,0.2274,0.3081,0.0952,0.1233,0.0418,0.1723,0.0534,0.0118,26.119,0.2572,1.22,0.2124,0.2327,0.3011,3
PRJ3-01467,17,3.581,4.351,0.5316,0.2769,0.0873,0,0.0123,0.1372,0.0135,0.0153,12.114,0.1345,3.342,0.245,0.0743,0.4155,2
PRJ3-01468,18,3.834,10.057,0.3656,0.3182,0.105,0.2076,0.0729,0.1907,0.031,0.0263,18.441,0.2069,3.258,0.3326,0.2709,0.4053,3
PRJ3-01469,89,4.008,8.281,0.261,0.2421,0.0715,0.2207,0.0778,0.2531,0.0216,0,17.221,0.1449,5.443,0.3666,0.2358,0.2544,2
PRJ3-01470,86,4.919,4.121,0.5668,0.1504,0.0273,0.0485,0,0.1774,0.023,0.0113,18.799,0.208,4.754,0.2471,0.1026,0.3323,2
PRJ3-01471,44,4.409,10.902,0.231,0.424,0.0767,0.1526,0.0242,0.1147,0.0307,0.0362,20.236,0.3001,7.262,0.2723,0.2603,0.3484,4
PRJ3-01472,56,5.114,9.463,0.1809,0.4239,0.101,0.0673,0.0233,0.2203,0.0322,0.0394,20.397,0.2116,3.803,0.3222,0.2332,0.3063,4
PRJ3-01473,79,5.942,5.754,0.3717,0.2192,0.0642,0.1836,0.0492,0.1169,0.0275,0.0182,9.191,0.0864,6.327,0.2222,0.1891,0.3369,2
PRJ3-01474,65,5.495,11.273,0.08,0.3818,0.1061,0.1331,0.0117,0.2098,0.0774,0.0075,24.978,0.2672,0.342,0.2172,0.3226,0.4116,3
PRJ3-01475,67,6.053,9.445,0.2283,0.5013,0.1582,0.1303,0.0559,0.1388,0.0284,0.0312,27.938,0.3984,9.503,0.3718,0.336,0.4901,5
PRJ3-01476,26,3.245,7.957,0.2596,0.2371,0.055,0.1281,0.047,0.1626,0.0367,0.019,10.743,0.1871,4.927,0.3281,0.1354,0.1471,2
PRJ3-01477,183,6.307,8.21,0.262,0.3261,0.1385,0.175,0.0644,0.4029,0.0673,0.0191,23.116,0.3337,2.744,0.4463,0.2558,0.3593,3
PRJ3-01478,52,5.272,15.816,0.08,0.5385,0.0996,0.1863,0.0384,0.2176,0.0332,0.0351,38.473,0.4272,6.131,0.1459,0.3919,0.4191,7
PRJ3-01479,59,5.502,4.575,0.646,0.1856,0.0541,0.1008,0.0375,0.1169,0.0307,0.0173,19.093,0.2148,6.878,0.2194,0.2059,0.263,2
PRJ3-01480,54,4.784,3.985,0.3981,0.1503,0.0458,0.0951,0.0531,0.1545,0.0296,0.0025,27.721,0.2456,1.521,0.1826,0.2225,0.3633,2
PRJ3-01482,59,5.114,3.208,0.5577,0.2002,0.0609,0.2162,0.0658,0.0764,0,0.0012,8.243,0.2017,4.968,0.042,0.2368,0.36,2
PRJ3-01483,126,5.217,11.055,0.1033,0.3838,0.1165,0.1544,0.0665,0.2763,0.04,0.0255,17.008,0.2002,4.868,0.2853,0.2557,0.408,4
PRJ3-01484,33,3.924,11.482,0.08,0.3156,0.0754,0.0887,0.0541,0.1087,0.0134,0.0232,14.89,0.2328,6.456,0.1742,0.2126,0.3307,3
PRJ3-01485,22,3.334,11.734,0.1468,0.3681,0.0882,0.0168,0.0299,0.0828,0.0132,0,7.882,0.0437,0,0.2221,0.1582,0.2697,2
PRJ3-01486,34,2.939,4.138,0.5637,0.1261,0.0653,0.1851,0.0467,0.1527,0.026,0.0216,32.086,0.3371,6.668,0.3343,0.35,0.2763,4
PRJ3-01487,34,5.582,13.201,0.08,0.4569,0.1261,0.2306,0.091,0.2627,0.0306,0.0268,17.086,0.1879,10.437,0.3216,0.2379,0.3273,5
PRJ3-01488,35,3.803,10.673,0.1775,0.4151,0.0898,0.0467,0.0061,0.0576,0.0129,0.0036,24.011,0.354,4.142,0.2515,0.3477,0.3583,3
PRJ3-01489,4,1.151,7.329,0.3618,0.2566,0.1003,0.1598,0.1009,0.2473,0.0615,0.0075,32.649,0.476,0,0.3411,0.3468,0.3,3
PRJ3-01490,70,5.453,10.351,0.08,0.374,0.0656,0.2453,0.0491,0.0796,0.017,0.0358,20.436,0.3703,3.24,0.467,0.2489,0.2793,4
PRJ3-01491,12,4.676,13.585,0.08,0.3959,0.1254,0.198,0.0408,0.2728,0.0695,0.0358,26.279,0.2933,5.752,0.3174,0.3287,0.3831,5
PRJ3-01492,188,5.855,9.579,0.1857,0.4238,0.1196,0.2184,0.0943,0.231,0.0754,0.0456,23.002,0.202,2.129,0.5382,0.2278,0.49,4
PRJ3-01493,52,3.922,4.836,0.3766,0.0962,0.0491,0.0066,0.0026,0.1614,0,0.0099,14.558,0.2224,6.531,0.1802,0.1787,0.3239,2
PRJ3-01494,29,5.135,7.762,0.3583,0.2569,0.0778,0.0782,0.0375,0.2183,0.0489,0.0157,20.003,0.1687,3.598,0.1712,0.2612,0.3833,2
PRJ3-01495,28,3.325,8.684,0.5397,0.3673,0.1181,0.1216,0.0459,0.2492,0.0743,0.0366,17.829,0.2853,3.871,0.2694,0.2144,0.3217,3
PRJ3-01496,47,6.816,8.408,0.3593,0.2569,0.1003,0.0955,0.062,0.2962,0.0694,0.0283,22.986,0.3233,0,0.331,0.2329,0.4349,3
PRJ3-01497,45,4.522,10.171,0.1713,0.3575,0.0968,0.0916,0.0385,0.1363,0.0124,0.0156,34.33,0.3802,0,0.246,0.1951,0.1658,3
PRJ3-01498,72,4.746,8.993,0.1579,0.452,0.1153,0.0953,0.0091,0.2078,0.0264,0.0179,33.303,0.3087,2.791,0.1549,0.3033,0.2898,4
PRJ3-01499,60,6.635,11.574,0.0808,0.407,0.059,0.0412,0.0303,0.147,0.0557,0.0332,19.121,0.2992,4.991,0.346,0.1458,0.5486,4
PRJ3-01500,21,3.402,6.443,0.4893,0.1675,0.0735,0.0802,0.0119,0.1516,0.0364,0.0142,7.532,0.0104,2.267,0.4055,0.1362,0.3448,2
PRJ3-01501,57,4.773,10.515,0.221,0.4283,0.1083,0.0866,0.0257,0.1851,0.0181,0.0303,27.13,0.4052,6.629,0.3953,0.2886,0.3773,5
PRJ3-01502,120,4.295,9.475,0.1829,0.3066,0.0558,0.1675,0.0508,0.0952,0,0.0135,19.202,0.2944,4.499,0.2131,0.1701,0.3286,2
PRJ3-01503,240,3.301,9.431,0.1851,0.2561,0.0943,0.2077,0.0589,0.2018,0.0553,0.0485,27.081,0.3523,1.425,0.3116,0.2878,0.2589,4
PRJ3-01504,39,5.426,11.339,0.1459,0.4587,0.1152,0.2691,0.0728,0.2683,0.0666,0.0236,24.959,0.3452,1.335,0.3854,0.3683,0.1949,4
PRJ3-01505,63,4.328,2,0.5743,0,0.0073,0.0475,0.0397,0.02,0.0337,0.0016,11.405,0.1387,0,0.2439,0.1071,0.2324,0
PRJ3-01506,53,5.411,6.962,0.3588,0.2654,0.0464,0,0,0.1469,0,0.0048,19.089,0.2407,3.23,0.1338,0.1061,0.3366,1
PRJ3-01507,112,4.976,8.551,0.3518,0.2658,0.0977,0.1325,0.05,0.2259,0.0096,0.0254,19.22,0.265,3.291,0.3138,0.2904,0.3052,3
PRJ3-01508,20,3.26,8.645,0.3735,0.3181,0.0765,0.1628,0.0186,0.1095,0.0032,0.0221,29.459,0.2665,2.113,0.3466,0.337,0.2011,3
PRJ3-01509,90,4.59,10.411,0.2775,0.3784,0.1034,0.0709,0.0312,0.0772,0,0.0157,26.175,0.3926,6.756,0.334,0.2275,0.3936,4
PRJ3-01510,48,3.278,3.189,0.6366,0.085,0.0134,0.0159,0.033,0.02,0.0042,0,11.898,0.2264,4.026,0.2014,0.0783,0.2291,1
PRJ3-01511,46,5.78,8.542,0.3305,0.3161,0.095,0.1159,0.0451,0.2057,0.0342,0.0335,21.995,0.3034,3.942,0.2462,0.301,0.2304,3
PRJ3-01512,116,4.384,5.551,0.5704,0.2198,0.0486,0.1196,0.061,0.0975,0.0211,0.0135,27.48,0.269,2.821,0.2637,0.3142,0.2833,3
PRJ3-01513,67,3.72,7.179,0.3963,0.2549,0.0611,0.0567,0.0225,0.0777,0.0263,0.0128,10.678,0.1087,2.782,0.4322,0.1738,0.3757,2
PRJ3-01514,72,5.388,8.682,0.1158,0.1918,0.0402,0.1668,0.0544,0.1003,0.0056,0.019,11.809,0.1408,3.758,0.2394,0.1756,0.4213,2
PRJ3-01515,52,4.398,6.577,0.4749,0.1234,0.0408,0,0,0.1614,0.0138,0.0115,17.182,0.2667,5.978,0.1794,0.1299,0.2802,2
PRJ3-01516,74,3.548,7.072,0.3887,0.3032,0.0391,0,0.0206,0.0701,0.0237,0,18.777,0.1719,3.035,0.2722,0.1373,0.1765,1
PRJ3-01517,95,5.179,5.102,0.4173,0.101,0.0142,0.0432,0.0507,0.02,0.0386,0,29.355,0.2725,5.332,0.1383,0.1851,0.2929,2
PRJ3-01518,167,4.601,5.832,0.359,0.2232,0.0259,0.1184,0.0722,0.0439,0.0236,0.0186,22.157,0.2501,3.059,0.2322,0.2117,0.4082,2
PRJ3-01519,94,5.26,13.479,0.08,0.458,0.132,0.0609,0.017,0.1876,0.0214,0.0231,38.889,0.4028,6.407,0.428,0.2766,0.3239,6
PRJ3-01520,17,4.482,9.521,0.1619,0.3923,0.0794,0.1035,0.0628,0.1328,0.0686,0.0302,29.122,0.3569,0.141,0.1829,0.2985,0.2924,4
PRJ3-01521,124,5.015,10.368,0.2145,0.3243,0.1101,0.1604,0.099,0.2502,0.0738,0.0373,39.013,0.4323,3.51,0.3847,0.3206,0.2425,5
PRJ3-01522,109,4.241,11.758,0.08,0.4577,0.0839,0.0642,0.0059,0.1501,0.0229,0.0176,18.463,0.3044,3.691,0.1493,0.1577,0.3309,3
PRJ3-01523,85,4.62,5.032,0.4965,0.26,0.0483,0.1069,0.0394,0.1121,0.0144,0.013,16.363,0.2098,5.421,0.35,0.2111,0.351,2
PRJ3-01524,17,2.407,11.728,0.1741,0.3562,0.0513,0.0463,0.035,0.1039,0.004,0.03,16.281,0.0996,6.202,0.2042,0.1105,0.2086,4
PRJ3-01525,38,6.489,7.833,0.2666,0.3246,0.1219,0.2136,0.0756,0.2218,0.0606,0.0608,25.007,0.3998,4.433,0.3695,0.3233,0.5551,5
PRJ3-01526,97,6.086,7.905,0.277,0.2813,0.0702,0.1174,0.0338,0.0883,0.0369,0.0322,25.546,0.35,5.162,0.5043,0.2371,0.4959,3
PRJ3-01527,167,6.177,6.71,0.3026,0.3202,0.1243,0.2563,0.077,0.2417,0.046,0.0314,21.079,0.3655,10.68,0.1801,0.2912,0.3544,4
PRJ3-01528,89,7.24,10.81,0.1476,0.3429,0.0926,0.0754,0.0536,0.2812,0.0343,0.0084,23.961,0.3694,4.384,0.3359,0.1333,0.2793,3
PRJ3-01529,26,7.169,10.293,0.3801,0.4192,0.1257,0.0764,0.0285,0.2027,0.0242,0.0227,32.913,0.4537,7.641,0.4666,0.3124,0.3956,5
PRJ3-01530,59,3.456,2,0.6612,0.2177,0.0309,0.0855,0,0.0754,0.0437,0.0122,25.605,0.2304,1.956,0.2609,0.2916,0.2318,2
